Task,N,mean,std,max,min,max_10_mean,max_10_std,max_10
1,456,0.024973684210526318,0.008650586154276352,0.07,0.007,0.0501,0.008312039460926544,0.07,0.06,0.054,0.048,0.047,0.046,0.045,0.044,0.044,0.043
2,1036,0.14891795366795366,0.030852745697069594,0.237,0.061,0.2102,0.00991766101457395,0.237,0.217,0.212,0.21,0.206,0.206,0.204,0.204,0.203,0.203
3,1036,7.9205434362934355,7.986703445338945,23.827,0.507,23.2472,0.28056649835645064,23.827,23.5,23.425,23.396,23.255,23.205,23.058,22.974,22.945,22.887
4,556,7.337458633093525,5.048386271486216,54.837,0.071,27.8776,11.766785187127367,54.837,39.565,38.939,25.92,21.882,21.744,20.672,18.763,18.499,17.955
5,556,0.0005755395683453238,0.0006567679448073211,0.004,0.0,0.0032,0.0004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
6,456,5.062015350877193,0.7878527543162167,6.578,2.704,6.5107,0.028941492705111226,6.578,6.54,6.521,6.519,6.509,6.5,6.489,6.486,6.486,6.479
7,1756,30.397566628701593,3.395622735282439,39.648,21.584,39.1665,0.16193285645600242,39.648,39.157,39.138,39.129,39.115,39.105,39.1,39.099,39.09,39.084
