290.00,3.00,2320.00,0.00,2956.00
10975.00,136.00,516336.00,0.00,145843.00
1.00,0.01,8.00,0.00,10.19
37.84,0.47,1780.47,0.00,502.91
0.00,0.01,0.00,0.00,0.17
0.84,21.04,21.08,0.00,175.75
1.00,0.00,8.00,0.00,9.00
35.00,0.00,1768.00,0.00,450.00
1.00,1.00,8.00,0.00,11.00
39.00,46.00,1784.00,0.00,539.00
