Message ID, $N$, \sum bytes, $N$ / second, bytes / second
0,304.0,10993.0,1.2666666666666666,45.80416666666667
1,5.0,223.0,0.020833333333333332,0.9291666666666667
2,1856.0,413056.0,7.733333333333333,1721.0666666666666
3,0.0,0.0,0.0,0.0
4,2359.0,116366.0,9.829166666666667,484.85833333333335
